Sample Text;#number;Name;Date;Time;Code;Type;Project;O2 (mg/l);NO3 (mg/l);DOC (mg/l);TOC (mg/l);T (C);pH;eH (mV);EC (uS/cm);Alk (pulses/ 5 ml);Abs. Volume;Total abs. Volume;ICP_Li (ug/l);ICP_Be (ug/l);ICP_B (ug/l);ICP_Na (ug/l);ICP_Mg26 (ug/l);ICP_Al (ug/l);ICP_Si (ug/l);ICP_P (ug/l);ICP_S (ug/l);ICP_K (ug/l);ICP_Ca (ug/l);ICP_Ti (ug/l);ICP_V (ug/l);ICP_Cr (ug/l);ICP_Mn (ug/l);ICP_Fe56 (ug/l);ICP_Fe57 (ug/l);ICP_Co (ug/l);ICP_Ni (ug/l);ICP_Cu (ug/l);ICP_Zn (ug/l);ICP_As (ug/l);ICP_Se (ug/l);ICP_Sr (ug/l);ICP_Mo (ug/l);ICP_Ag (ug/l);ICP_Cd (ug/l);ICP_Sb (ug/l);ICP_Ba (ug/l);ICP_Pb (ug/l);IC_Na (mg/l);IC_NH4 (mg/l);IC_K (mg/l);IC_Mg (mg/l);IC_Ca (mg/l);IC_F (mg/l);IC_Ac (mg/l);IC_Cl (mg/l);IC_NO2 (mg/l);IC_Br (mg/l);IC_NO3 (mg/l);IC_PO4 (mg/l);IC_SO4 (mg/l);ICPOES_PO4 (mg/l);"Compound 1:  Atrazine
";"Compound 2:  Atrazine-d5
";"Compound 3:  Azoystrobin
";"Compound 4:  Bentazone
";"Compound 5:  Bentazone-d7
";"Compound 6:  Boscalid
";"Compound 7:  Chlordiazon
";"Compound 8:  Chlordiazon-Desphenyl
";"Compound 9:  Chlordiazon-Methyl-Desphenyl
";"Compound 10:  Cycloydim
";"Compound 11:  Fluopicolide
";"Compound 12:  Fluopyram
";"Compound 13:  Flutolanil
";"Compound 14:  Glyphosate
";"Compound 15:  Imidacloprid
";"Compound 16:  Imidacloprid-d4
";"Compound 17:  Metamitron
";"Compound 18:  Methoyfenozide
";"Compound 19:  Pencycuron
";"Compound 20:  Pendimethalin
";"Compound 21:  Prochloraz
";"Compound 22:  Pyraclostrobin
";"Compound 23:  Tebuconazole
";"Compound 24:  Trifloystrobin
";"Compound 25:  Trifloystrobin-d6
";"Compound 26:  Clarithromycin
";DA_N-NH4;DA-P-PO4;DA-Alk
18032021 PZ1;635;PZ1;18-3-2021;10:45;GW;Sample;BST5;0;;16.6;;8.458;7.114;;451.3;;;;7.936;0.048;140.336;56752.06;23320.62;24.142;17664.256;101.866;42815.42;47669.18;121907.04;1.854;2.684;1.264;265.104;1222.29;;-0.484;14.358;8.368;7.106;2.824;0.082;419.8;14.868;-0.022;-0.066;1.418;71.65;1.106;;;;;;0.38289271;#N/A;69.5068626;0;0.274473668;2.918761388;0;99.94039043;;;1.1481;0.0028;0.0335;1.0923;0.1146;0.0271;4.0326;0.803;0.0029;0.0049;0.8571;0.8094;;0.0185;1.3652;0.0087;0.0264;;2.8235;0.0118;0.0812;0.0069;;1.0655;;0.1494;0.111;
23032021 PZ1;642;PZ1;23-3-2021;10:45;GW;Sample;BST5;0;;16.09;;10.46;7.08;;591.4;;;;8.15;0.054;148.502;58450.8;23456.54;21.964;17490.128;96.962;48093.64;48574.88;125107.52;1.826;1.38;0.658;282.174;1400.872;;-0.638;12.194;4.538;2.924;3.916;-0.024;431.324;16.114;0.03;-0.03;0.92;71.09;0.96;;;;;;0.39088338;#N/A;70.83008552;0;0.298965182;0.179513309;0;102.5904047;;;1.2425;0.0018;0.0306;1.0713;0.0573;0.0225;4.5298;0.7774;0.0076;0.0021;0.7954;0.3338;;0.0147;1.3567;0.0048;0.0309;0.0265;2.7268;;0.0054;0.0075;;1.1058;;0.1656;0.051;328.38
29032021 PZ1;648;PZ1;29-3-2021;11:45;GW;Sample;BST5;0;;;;10.2;7.09;;545.7;;;;8.008;0.044;151.168;57620.48;23403.6;22.8;17287.972;106.118;46152.54;48297.92;128752.98;1.984;1.294;0.704;290.07;1594.42;;-0.646;11.602;4.326;1.812;3.048;-0.03;435.58;15.426;0.008;-0.068;0.756;71.556;0.968;;;;;;0.39088338;#N/A;70.64584617;0;0.286637164;0.010051564;0;103.5631849;;;1.2296;0.0029;0.0601;1.3035;0.1134;0.0209;3.9025;0.7343;0.0034;0.0073;0.7485;0.6474;;0.0063;1.4597;0.004;0.0322;;2.8338;0.0106;0.01;0.007;;0.7824;;0.1508;0.148;329.656
06042021 PZ1;654;PZ1;6-4-2021;10:05;GW;Sample;BST5;0;;16.01;;7.9;7.04;;512.4;;;;8.796;0.052;154.404;57806.24;23473.94;21.19;16711.118;141.316;48782.56;48214.16;125776.8;2.038;1.678;0.766;294.496;1771.828;;-0.648;11.786;3.602;1.094;3.808;0.192;431.316;15.314;0.022;-0.08;0.716;70.756;0.97;;;;;;0.39088338;#N/A;70.1323316;0;0.286637164;0.010051564;0;104.0627576;;;0.6937;0.0015;0.0279;0.6959;;0.022;4.0356;0.8906;0.0081;0.0028;0.6595;0.4634;2.7502;0.0046;0.8568;0.0034;0.0252;;1.0719;0.0085;;0.0087;;0.5262;;0.1595;0.159;323.02
12042021 PZ1;660;PZ1;12-4-2021;11:20;GW;Sample;BST5;0;;;;9;7.05;;538.3;;;;8.156;0.058;156.094;57996.12;23408.1;29.76;16820.604;145.282;48383.82;48732.46;124089.28;1.922;1.302;0.296;297.202;1788.516;;-0.686;10.998;4.528;2.856;3.656;0.03;434.328;15.208;0.008;-0.042;0.566;71.33;0.946;;;;;;0.393615279;#N/A;69.43850738;0;0.286637164;0.010051564;0;104.104828;;;1.2491;0.0023;0.0321;1.1817;0.1099;0.0245;3.035;0.7507;0.0074;0.0099;0.7513;0.4997;;0.0043;1.3831;0.0079;0.0291;;2.6328;0.0079;;0.006;;0.7513;;0.1629;0.162;329.302
19042021 PZ1;666;PZ1;19-4-2021;11:40;GW;Sample;BST5;0;;16.15;;12.6;7.03;;543.5;;;;8.482;0.046;158.866;57987.64;23625.52;20.28;16182.938;156.916;49744.12;48446.3;126082.84;2.038;1.372;0.54;302.084;1837.242;;-0.566;11.384;3.556;0.34;3.632;0.01;437.474;15.49;0.036;-0.046;0.572;70.202;0.972;;;;;;0.393615279;#N/A;68.983803;0;0.286637164;0.010051564;0;103.9680998;;0.0014;1.0461;0.0027;0.0534;0.8137;0.0845;0.0217;4.0711;0.8476;0.011;0.0052;0.8215;0.4639;;0.0135;1.087;0.0126;0.0271;;2.1509;0.0083;;0.0073;;0.7596;;0.1593;0.177;322.876
26042021 PZ1;672;PZ1;26-4-2021;10:56;GW;Sample;BST5;0;;;;8.984;7.049;;527.9;;;;9.492;0.06;179.996;57752.3;24911.32;25.892;17425.092;216.306;58124.8;47970.66;131715.72;2.346;1.8;1.466;320.598;1867.738;;-0.504;12.776;3.94;3.958;2.988;-0.034;465.976;15.43;0.04;-0.046;0.616;71.01;0.966;;;;;;0.393615279;#N/A;68.16456168;0;0.286637164;0.020093767;0;103.7682696;;;0.2651;0.001;0.0277;0.2761;;0.0273;6.1159;1.2699;0.0042;0.007;0.6445;0.3423;;0.0036;0.3309;0.0203;0.0279;;;0.0086;0.0065;0.0072;0.265;0.1902;;0.1453;0.165;328.876
03052021 PZ1;678;PZ1;3-5-2021;09:50;GW;Sample;BST5;0;;16.3;;9.115;7.074;;534.5;;;;8.8;0.064;157.822;57724.1;23439.64;22.728;16855.612;164.694;50585.66;48618.58;126125.46;2.218;1.238;0.974;306.354;1893.746;;-0.766;10.858;3.132;-0.34;2.066;0.036;429.612;15.32;0.006;-0.046;0.626;74.144;0.95;;;;;;0.404528399;#N/A;68.43894722;0;0.286637164;0.010051564;0;103.7156834;;0.0038;0.9093;0.0026;0.0474;0.9604;0.0708;0.0269;3.6061;0.8813;0.0106;0.0055;0.7386;0.5326;3.6721;0.0109;1.037;0.0039;0.031;;1.8294;0.0081;;0.0075;0.1066;0.5791;;0.1754;0.109;326.315
03052021 PZ10;687;PZ10;3-5-2021;14:57;GW;Sample;BST5;0;;4.898;;12.097;6.571;;1526;;;;28.578;0.012;154.92;172549.88;109395.26;16.908;23890.36;907.946;-1161.082;17076.816;719528.4;7.824;-1.422;1.436;3796.786;19827.768;;-0.674;12.786;3.53;0.614;3.604;-0.184;2657.09;2.296;0.036;-0.022;0.032;294.174;0.954;;;;;;0.234583458;#N/A;1498.626565;0;5.819573205;0;0.196782637;0.22591663;;0.0021;1.1479;;;0.7758;;0.0002;0.9526;0.0066;0.0021;;0.0153;0.0499;3.3271;0.0017;0.9701;0.0022;;;1.0924;0.0077;0.0054;0.0047;0.1852;0.8713;;11.967;0.799;305.547
03052021 PZ11;688;PZ11;3-5-2021;15:21;GW;Sample;BST5;0;;13.01;;12.071;6.824;;787.8;;;;17.08;0.016;166.888;122393.78;29492.82;18.956;25835.74;1078.812;60979.72;7530.956;201572.4;3.364;-0.304;0.234;908.562;7555.5;;-1.052;4.25;2.318;-0.914;0.172;-0.19;669.088;2.232;-0.008;-0.056;0.08;90.082;0.916;;;;;;0.140909135;#N/A;247.064794;0;1.131432884;0;0.114673019;145.3026162;;0.0003;1.1781;0.0009;0.0365;1.1015;;0.0058;;0.0183;0.01;;0.0123;0.0453;;0.0018;1.086;0.0021;;;1.6839;;0.0108;;;0.8573;;0.8414;0.884;332.479
03052021 PZ12;689;PZ12;3-5-2021;15:45;GW;Sample;BST5;0;;4.554;;12.215;6.434;;2877;;;;38.668;0.002;331.898;459256.4;163032.08;17.294;22561.3;945.106;1448.97;30165.14;1468191.8;17.652;-2.946;0.138;8190.616;33105.32;;-0.044;26.182;5.278;3.9;8.516;-0.054;5226.038;2.16;-0.008;-0.03;0.054;599.644;0.95;;;;;;0.051423837;#N/A;3273.526407;0;12.94540923;0;0.592584412;1.623722631;;0.0017;0.9693;;;0.3782;;0.0056;0.2691;0.0038;0.002;0.0036;0.0088;;0.9338;0.0026;0.6184;0.0155;0.0202;;;;0.025;0.0052;;0.8092;;14.306;0.821;276.866
18032021 PZ2;636;PZ2;18-3-2021;11:30;GW;Sample;BST5;0;;15.84;;8.531;7.225;;511.6;;;;10.788;0.044;173.256;85174.7;22995.62;21.712;12910.702;601.538;63564.18;40231.1;151911.08;2.264;1.392;0.97;620.66;2623.014;;-0.724;6.676;3.552;2.714;1.734;-0.114;579.858;13.942;0.052;-0.096;0.658;165.034;0.974;;;;;;0.380086279;#N/A;115.9130497;0;0.402965235;0.053698581;0.081874103;136.3255371;;;0.8406;0.002;0.029;0.8053;0.1028;0.0284;3.2325;0.7956;0.0076;0.0033;0.6414;0.7684;1.3262;0.0098;0.9348;0.0041;0.031;;1.4608;0.0092;0.0652;0.0067;0.1964;0.6654;;0.246;0.504;
23032021 PZ2;643;PZ2;23-3-2021;11:30;GW;Sample;BST5;0;;15.58;;10.08;7.24;;667.4;;;;11.238;0.038;171.022;84995.56;22531.8;28.224;12379.762;588.338;60176.94;43703.18;135606.2;2.238;1.956;0.406;546.036;2530.442;;-0.826;5.218;2.722;1.092;0.736;0.084;535.146;14.178;-0.014;-0.072;0.284;168.076;0.928;;;;;;0.382679001;#N/A;106.8286958;0;0.397185925;0.010051564;0.109546394;128.1561148;;;1.2406;0.0013;0.0386;1.1779;0.0826;0.0309;3.3634;0.6964;0.0098;0.0121;0.6305;0.3952;;0.0045;1.2848;0.0045;0.0323;;2.441;0.0077;;0.0071;;0.7549;;0.2122;0.496;327.669
29032021 PZ2;649;PZ2;29-3-2021;12:30;GW;Sample;BST5;0;;;;10.5;7.24;;623.9;;;;10.75;0.042;166.718;84662.98;22164.94;20.964;12644.566;508.578;59898.44;46045.36;134613.76;2.17;1.63;0.004;494.2;2353.818;;-1.048;5.04;2.984;1.382;0.296;0.018;516.644;13.968;0.006;-0.068;0.328;166.642;0.928;;;;;;0.388150035;#N/A;104.0121759;0;0.384947552;0.010051564;0.109546394;123.918711;;0.0019;1.1386;0.0014;0.0379;1.1837;0.1408;0.0327;2.6481;0.6972;0.0066;0.0059;0.5881;0.8344;;0.0079;1.3808;0.0071;0.0318;;2.6648;0.0147;0.008;0.0075;;0.6849;;0.2185;0.445;326.957
06042021 PZ2;655;PZ2;6-4-2021;10:41;GW;Sample;BST5;0;;15.54;;7.2;7.19;;589.8;;;;10.498;0.03;164.584;84668.8;21987.96;25.766;12787.962;494.484;57983.74;47303.06;131352.52;2.306;1.572;1.78;463.792;2238.92;;-0.812;4.504;3.436;0.368;0.544;0.068;495.376;13.742;0.058;-0.024;0.332;174.734;0.95;;;;;;0.388150035;#N/A;103.5414639;0;0.384947552;0.010051564;0;120.5047987;;;1.1896;0.0009;0.031;1.3063;0.149;0.0285;3.0007;0.6103;0.0095;0.0055;0.5999;0.5552;;0.0102;1.3695;0.0075;0.0295;;2.5024;0.0089;0.0056;0.0072;0.1437;0.7878;;0.1769;0.435;328.735
12042021 PZ2;661;PZ2;12-4-2021;12:00;GW;Sample;BST5;0;;;;8.9;7.18;;599.4;;;;10.554;0.062;172.806;85446.86;22638.7;24.784;12622.99;475.302;55798.72;48929.26;132027.78;2.358;2.24;0.96;451.806;2160.374;;-0.884;4.822;3.348;0.166;1.94;0.074;492.562;13.862;0.03;-0.086;0.472;175.584;0.938;;;;;;0.385415242;#N/A;104.8241645;0;0.397185925;0.010051564;0.06256178;118.9036126;;;0.7292;0.0013;0.0394;0.9288;0.0619;0.0297;3.242;0.7085;0.0089;0.0044;0.5551;0.5031;3.1972;0.0068;0.9529;0.0021;0.035;;1.4467;0.0082;0.0054;0.0076;0.1093;0.6301;;0.1669;0.408;328.806
19042021 PZ2;667;PZ2;19-4-2021;12:20;GW;Sample;BST5;0;;15.19;;12.9;7.14;;629.2;;;;10.82;0.038;170.166;86017.76;22776.44;23.224;12391.796;447.474;55216.12;49659.94;129713.44;2.3;1.84;-0.064;443.6;2177.766;;-0.954;5.374;2.948;-0.28;1.084;-0.082;497.552;13.88;-0.022;-0.028;0.344;177.486;0.924;;;;;;0.385415242;#N/A;107.0562211;0;0.409413093;0.010051564;0.093879055;116.9814756;;;0.9691;0.0008;0.0425;0.9246;0.0981;0.0245;3.2045;0.6531;0.0083;0.0094;0.5928;0.4568;7.8444;0.0125;1.104;0.0072;0.0304;;1.8234;0.0083;0.0053;0.0067;;0.6342;;0.1825;0.332;318.61
26042021 PZ2;673;PZ2;26-4-2021;11:39;GW;Sample;BST5;0;;;;9.639;7.164;;619.8;;;;11.156;0.048;168.582;87373.86;22394.98;21.046;12388.4;416.602;56882.38;50637.72;130682.22;2.394;1.67;-0.29;435.408;2151.11;;-1.016;4.248;2.686;0.168;1.184;-0.088;482.918;13.8;0.036;-0.044;0.38;181.964;0.94;;;;;;0.382679001;#N/A;111.3362449;0;0.421629055;0.010051564;0.078217479;115.8336363;;;0.6382;0.0013;0.0294;0.7245;0.124;0.0291;2.5517;0.788;0.0089;0.0086;0.5731;0.4638;2.3779;0.0024;0.7826;0.0043;0.025;;0.764;0.0092;;0.0068;;0.3954;;0.1673;0.416;311.575
03052021 PZ2;679;PZ2;3-5-2021;10:40;GW;Sample;BST5;0;;15.2;;11.232;7.183;;647.7;;;;11.762;0.042;170.378;85872.88;22798.46;21.656;13120.828;411.172;51900.72;50371.6;128870.52;2.332;2.028;0.756;438.256;2119.758;;-1.03;5.592;2.614;-0.608;1.36;-0.056;489.238;13.684;0.022;-0.016;0.448;180.802;0.948;;;;;;0.360736974;#N/A;115.5970202;0;0.433833811;0.010051564;0.093879055;115.6230379;;0.0025;1.1208;0.001;0.0955;0.2878;0.1831;0.0182;3.485;0.6476;0.0122;0.0152;0.5912;0.51;;0.01;1.2637;0.0041;0.0321;;2.3077;0.0089;0.0134;0.0072;;0.7418;;0.1602;0.361;315.107
18032021 PZ3;637;PZ3;18-3-2021;11:50;GW;Sample;BST5;0;;15.43;;8.594;7.181;;436;;;;12.71;0.026;166.31;60829.92;21549.06;20.784;15965.456;782.344;45153.34;51425.04;122380.26;1.78;5.24;0.156;383.374;474.89;;-0.868;5.396;4.194;2.684;12.706;-0.034;473.47;14.606;-0.006;-0.05;1.308;74.548;0.928;;;;;;0.234583458;#N/A;64.80504811;0.428976945;0.261546086;2.513224832;1.352710209;95.63125589;;0.0017;1.1969;0.0036;0.0313;1.154;;0.0235;3.3102;0.7794;0.0035;0.003;0.3056;0.1877;2.528;0.0028;1.3106;0.005;0.0233;;2.3966;0.0101;0.0172;0.0083;0.116;0.9969;;0.1545;0.633;
23032021 PZ3;644;PZ3;23-3-2021;11:50;GW;Sample;BST5;0;;15.69;;11.31;7.16;;600;;;;12.024;0.026;162.57;60678.34;21470.62;20.846;15364.226;585.608;45705.48;51631.36;116914.4;1.78;4.76;0.408;384.964;421.188;;-1.128;4.084;3.072;2.868;10.824;0.006;474.588;15.202;0.008;-0.064;0.994;76.166;0.944;;;;;;0.229956883;#N/A;65.538377;0;0.27429794;0.120005635;1.119095405;97.83304131;;0.0002;0.8972;0.0017;0.0336;0.7806;0.0625;0.0224;2.9244;0.725;0.0039;0.0063;0.2592;0.1569;;0.006;1.0643;0.0073;0.0225;;1.7671;;0.0054;0.0085;0.212;0.571;;0.1434;0.561;312.018
29032021 PZ3;650;PZ3;29-3-2021;12:50;GW;Sample;BST5;0;;;;10.7;7.15;;546.8;;;;12.458;0.032;170.356;60805.36;21659.52;19.678;15370.112;667.956;46562.24;50791.18;119308.12;1.964;4.488;0.258;392.042;532.262;;-1;5.11;3.512;1.166;12.096;-0.104;479.306;15.196;0.022;-0.042;0.744;76.45;0.936;;;;;;0.244021629;#N/A;65.26792709;0;0.27429794;0.010051564;1.119095405;99.11020908;;0.0013;1.2667;0.0042;0.0399;1.3735;;0.0277;4.1628;0.7886;0.0053;0.0064;0.2975;0.2449;;0.0091;1.3431;0.002;0.0276;;2.4742;0.0136;0.013;0.0095;0.1044;0.8145;;0.1499;0.545;326.315
06042021 PZ3;656;PZ3;6-4-2021;11:00;GW;Sample;BST5;0;;14.71;;7.4;7.09;;529.4;;;;12.052;0.022;169.148;61722.04;21298.3;21.416;15332.79;688.434;46874.8;51873.32;119726.94;1.95;3.928;-0.074;390.1;589.964;;-0.95;4.738;2.816;0.666;12.466;-0.11;472.66;15.214;0.008;-0.034;0.73;77.088;0.96;;;;;;0.241211574;#N/A;65.02099584;0;0.27429794;0.010051564;1.245447356;99.65160959;;0.0007;1.1699;0.0037;0.0804;1.0873;;0.0278;3.0229;0.8081;0.0043;0.0019;0.2751;0.146;;0.0057;1.3696;0.0054;0.0234;;2.5268;0.0094;;0.0087;0.1146;0.7348;;0.1512;0.651;330.787
12042021 PZ3;662;PZ3;12-4-2021;12:15;GW;Sample;BST5;0;;;;9.8;7.08;;531.8;;;;11.032;0.032;171.516;60776.02;21239.62;21.222;15680.608;746.982;44991.12;50970.56;119002.42;1.818;3.362;3.834;387.124;622.868;;-0.996;4.854;3.296;1.36;14.116;-0.068;472.83;15.712;0.022;0;0.788;77.248;0.946;;;;;;0.244021629;#N/A;64.98180052;0;0.27429794;0.010051564;1.277013082;99.77250889;;0.0019;1.1319;0.0044;0.0352;1.3044;;0.025;3.2872;0.8055;0.0083;0.0067;0.2938;0.2121;;0.0091;1.2299;0.0069;0.0238;;2.2783;0.0102;;0.0088;;0.7424;;0.1466;0.653;323.523
19042021 PZ3;668;PZ3;19-4-2021;12:45;GW;Sample;BST5;0;;15.37;;13.4;7.05;;550.3;;;;11.834;0.032;174.586;60874.44;21097.8;25.022;15663.31;773.408;44744.28;51464.2;122040.88;1.966;3.26;-0.342;387.252;668.808;;-0.972;4.646;2.906;-0.344;13.3;-0.19;486.258;15.138;0.03;-0.008;0.832;75.326;0.994;;;;;;0.246830236;#N/A;64.65648055;0;0.27429794;0.010051564;1.324341317;99.68840488;;0.0006;0.943;0.0047;0.0316;1.0456;;0.0126;2.8493;0.8102;0.0046;0.0066;0.2575;0.0458;0.6914;0.0037;1.0809;0.0109;0.0244;;1.809;0.0106;0.0062;0.0105;;0.5888;;0.1494;0.66;317.518
26042021 PZ3;674;PZ3;26-4-2021;11:58;GW;Sample;BST5;0;;;;10.724;7.071;;549.7;;;;11.342;0.03;167.94;61596.92;21127.12;25.732;15328.15;732.982;43682.58;50937.62;117274.18;1.896;2.666;-0.176;385.98;678.426;;-1.038;4.71;3.322;0.57;14.016;-0.186;467.344;15.752;0;-0.062;0.738;79.24;0.932;;;;;;0.249637396;#N/A;64.91124902;0;0.27429794;0.010051564;1.371642427;99.793535;;0.0031;1.0502;0.0044;0.0303;1.0548;;0.022;2.6878;0.7697;0.0052;0.0073;0.2899;0.133;;0.0071;1.2339;0.007;0.0281;;2.1682;0.0087;;0.0097;;0.6652;;0.1569;0.725;322.948
03052021 PZ3;680;PZ3;3-5-2021;11:05;GW;Sample;BST5;0;;15.15;;11.791;7.095;;558;;;;12.266;0.016;176.24;63092.24;21364.7;19.346;15775.158;825.24;45178.52;51636.46;118231.8;1.822;2.65;0.836;396.988;727.104;;-1.094;4.316;2.528;-0.586;14.502;0.018;467.57;15.856;0.022;-0.076;0.748;79.656;0.932;;;;;;0.232772727;#N/A;64.97004193;0;0.27429794;0.010051564;1.355878592;99.80930461;;0.0022;1.2924;0.0037;0.038;1.1958;;0.0264;3.8431;0.7248;0.0044;0.0069;0.3057;0.1889;;0.011;1.461;0.0062;0.025;;2.4407;0.0102;0.0152;0.0099;0.1272;0.7533;;0.1546;0.726;327.028
18032021 PZ4;638;PZ4;18-3-2021;12:18;GW;Sample;BST5;0;;18.88;;8.051;7.08;;458.9;;;;10.898;0.014;163.11;63471.88;22065.62;24.378;18658.018;3045.454;45669.22;57322.62;127253;1.804;57.63;-0.096;355.968;55.034;;1.46;60.354;12.958;2.638;16.472;0.04;500.916;15.588;0.05;-0.03;1.742;13.866;0.99;;;;;;0.40527968;#N/A;74.77665981;0;0.300286055;9.190884085;7.509675315;96.93843536;;;0.5952;0.0012;;0.7118;0.1444;0.0322;4.1316;1.0748;0.004;;0.9137;0.8444;0.7638;0.0178;0.7063;0.0102;0.0257;;0.1502;0.0096;0.0057;0.0073;0.1146;0.3858;;0.1493;2.595;
23032021 PZ4;645;PZ4;23-3-2021;12:18;GW;Sample;BST5;0;;18.18;;10.53;7.07;;637.2;;;;11.808;0.018;166.958;63032.5;22241.82;24.644;18624.372;2338.044;47053.5;57436.42;126808.22;1.792;53.068;0.382;356.58;67.136;;1.046;56.762;12.108;1.192;15.342;-0.014;492.7;15.222;-0.022;-0.04;1.988;12.818;1.016;;;;;;0.399074733;#N/A;74.63262511;1.094197879;0.298965182;6.056366952;5.948464829;98.44795344;;;1.1333;0.0015;0.0406;1.2026;0.0896;0.0229;4.3541;0.953;0.0043;0.002;0.988;0.571;;0.0168;1.2027;0.0078;0.0329;;2.1369;0.0078;0.0084;0.0087;0.1085;0.7052;;0.1546;2.082;332.971
29032021 PZ4;651;PZ4;29-3-2021;13:20;GW;Sample;BST5;0;;;;10.2;7.07;;575.9;;;;11.332;0.018;162.274;61498.98;21836.36;23.064;18554.108;1801.398;46346.3;56496.3;126779.84;1.848;48.298;-0.148;356.242;43.826;;0.828;54.434;12.332;1.668;12.822;0.02;491.466;15.2;-0.008;-0.03;2.25;12.908;1.034;;;;;;0.40180229;#N/A;74.43661078;1.27829031;0.298965182;2.542307486;4.688239521;99.53596817;;;0.74;0.0022;0.0367;0.8557;0.1708;0.0326;5.4146;1.0553;0.0045;0.0025;0.9757;1.0055;2.5352;0.0109;0.7967;0.0045;0.0304;;0.6505;0.0096;0.0102;0.0073;0.1563;0.4123;;0.1333;1.6;340.283
06042021 PZ4;657;PZ4;6-4-2021;11:20;GW;Sample;BST5;0;;17.37;;8.5;7.03;;533.5;;;;11.068;0.026;160.49;62844.84;21564.52;24.286;17895.86;1456.162;47951.9;57177.32;126075.98;1.842;45.66;0.24;356.718;48.258;;0.668;53.314;10.626;0.32;10.176;0.054;476.312;15.244;-0.008;-0.002;2.774;12.238;1.042;;;;;;0.40180229;#N/A;74.06810594;0.673499038;0.298965182;0.336629059;3.79372226;100.8922114;;;0.5077;0.001;;0.6047;0.1404;0.0374;0.2227;1.1974;0.0025;0.0026;0.9032;0.6909;1.651;0.0091;0.5657;0.0099;0.0223;;;0.0079;0.0096;0.0089;;0.3116;;0.1428;1.287;329.514
12042021 PZ4;663;PZ4;12-4-2021;12:50;GW;Sample;BST5;0;;;;8.3;7.01;;537.8;;;;11.544;0.03;176.936;62360.98;22202.1;25.524;18354.796;1293.516;52920.98;56497.84;127046.18;1.868;43.854;0.978;372.752;49.936;;0.562;53.77;10.97;1.536;9.696;0.018;501.804;15.58;0.014;-0.074;2.952;12.322;1.034;;;;;;0.40180229;#N/A;73.81329036;0.330411423;0.298965182;0.050164424;3.206562346;103.1582864;;0.0056;0.2892;0.0012;0.0358;0.2767;;0.0189;1.4454;1.3246;0.003;;0.8335;0.4098;;0.0013;0.352;0.0056;0.0212;;;0.0083;;0.0088;0.1315;0.1958;;0.1451;1.122;331.493
19042021 PZ4;669;PZ4;19-4-2021;13:10;GW;Sample;BST5;0;;16.93;;12.8;6.98;;567;;;;10.352;0.026;165.696;61502.96;21855.46;25.512;17590.712;1087.018;49979.36;56415.18;124533.04;2.23;40.1;-0.002;365.22;51.07;;0.46;50.702;9.312;0.254;9.08;0.042;483.074;15.242;0.008;-0.016;3.236;13.266;1.018;;;;;;0.39634573;#N/A;73.40558817;0;0.298965182;0;2.807944756;104.9936075;;0.0031;1.1014;0.0014;0.0469;1.3074;0.1349;0.0258;3.7403;0.9032;0.005;0.0019;0.8843;0.6036;4.8917;0.0089;1.268;0.0022;0.0281;;2.0359;0.0081;;0.0079;0.1141;0.6778;;0.1442;0.965;335.841
26042021 PZ4;675;PZ4;26-4-2021;12:27;GW;Sample;BST5;0;;;;10.116;7.005;;564.7;;;;11.652;0.02;158.412;61318.14;21288.62;23.172;17645.12;988.528;51105.24;56024.92;124396.24;2.018;35.856;-0.106;367.592;56.368;;0.524;48.056;8.14;4.168;8.832;-0.078;482.868;15.362;0.028;-0.048;3.404;13.82;1.042;;;;;;0.399074733;#N/A;73.04101117;0;0.298965182;0.010051564;2.581996259;106.8450481;;;0.8915;0.0018;0.0339;0.8411;0.1416;0.0312;4.0588;1.0909;0.0026;0.002;0.9309;0.603;1.1095;0.0181;0.9648;0.0135;0.0319;;1.656;0.0079;;0.0074;0.1374;0.5938;;0.1476;0.858;319.336
03052021 PZ4;681;PZ4;3-5-2021;11:50;GW;Sample;BST5;0;;16.75;;12.22;7.002;;588;;;;10.406;0.024;162.61;61713.68;21795.5;24.876;17509.456;919.75;53068.8;55918.2;125160.82;1.994;34.49;-0.906;375.03;63.284;;0.362;47.912;7.346;-0.264;8.014;-0.12;480.05;15.644;0;-0.062;3.362;13.226;1.022;;;;;;0.377202178;#N/A;72.27266412;0;0.286637164;0.010051564;2.368641119;108.4179914;;0.0012;0.7872;0.0025;0.0294;0.8849;0.1175;0.0333;4.1364;1.0413;0.0037;0.0069;0.9017;0.5851;3.2886;0.0053;0.8381;0.0081;0.0345;;0.5754;0.0081;0.0532;0.0079;;0.5283;;0.131;0.805;323.595
18032021 PZ5;639;PZ5;18-3-2021;12:45;GW;Sample;BST5;0;;17.63;;7.862;7.191;;454.1;;;;10.248;0.022;160.144;61128.78;23288.68;21.314;18243.87;2727.762;46940.06;53107.96;121153.72;1.552;28.492;0.282;310.724;131.528;;-0.042;32.714;13.64;3.356;12.512;0.098;472.334;15.618;0.028;-0.066;1.41;88.056;0.952;;;;;;0.371656241;#N/A;70.78708686;0.329429457;0.274473668;8.767118169;6.692633286;97.55025627;;;1.2656;0.0011;0.0477;1.198;0.1104;0.0203;3.6091;0.9224;0.0046;0.0023;1.0257;0.7554;0.6826;0.0258;1.2915;0.0021;0.0332;;2.3841;0.0076;0.0066;0.0084;;1.393;;0.1267;2.348;
